Category,Message,cleaning_text
1,"we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",know someone know fancy call 09058097218 find pobox 6 ls15hb 150p
0,"come round, it's .",come round
0,"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here..""",1 thing change sentence want 2 concentrate educational career im leaving
1,"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!",1000 flirting txt girl bloke ur name age eg girl zoe 18 8007 join get chatting
0,i walked an hour 2 c u! doesnt that show i care y wont u believe im serious?,walked hour 2 c u doesnt show care wont u believe im serious
1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222
0,are you available for soiree on june 3rd?,available soiree june 3rd
0,do u noe wat time e place dat sells 4d closes?,u noe wat time e place dat sell 4d close
0,"i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished",got another job one hospital data analysis something start monday sure thesis got finished
0,jay's getting really impatient and belligerent,jay getting really impatient belligerent
0,hiya comin 2 bristol 1 st week in april. les got off + rudi on new yrs eve but i was snoring.they were drunk! u bak at college yet? my work sends ink 2 bath.,hiya comin 2 bristol 1 st week april le got rudi new yr eve snoringthey drunk u bak college yet work sends ink 2 bath
0,i'm at work. please call,im work please call
0,then u drive lor.,u drive lor
0,ard 515 like dat. y?,ard 515 like dat
0,tell me they're female :v how're you throwing in? we're deciding what all to get now,tell theyre female v howre throwing deciding get
1,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+,eastenders tv quiz flower dot compare violet e tulip f lily txt e f 84025 4 chance 2 win 100 cash wkent150p16
0,i'm working technical support :)voice process.networking field.,im working technical support voice processnetworking field
0,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,might come kerala 2 daysso prepared take leave finalise dont plan travel visitneed finish urgent work
0,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.,ok sure time tho sure get library class try see point good eve
1,we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150,new local date area lot new people registered area reply date start 18 wwwflirtpartyus replys150
0,"that's fine, i'll bitch at you about it later then",thats fine ill bitch later
0,no my mum went 2 dentist.,mum went 2 dentist
0,once free call me sir. i am waiting for you.,free call sir waiting
0,meeting u is my work. . . tel me when shall i do my work tomorrow,meeting u work tel shall work tomorrow
1,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,someone u know asked dating service 2 contact cant guess call 09058091854 revealed po box385 m6 6wu
0,jus finish bathing...,jus finish bathing
0,"alright, i'll make sure the car is back tonight",alright ill make sure car back tonight
1,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050003091 from land line. claim c52. valid12hrs only,urgent trying contact u today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid12hrs
1,dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,dear uve invited xchat final attempt contact u txt chat 86688
0,lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea
0,aight ill get on fb in a couple minutes,aight ill get fb couple minute
0,oi. ami parchi na re. kicchu kaaj korte iccha korche na. phone ta tul na. plz. plz.,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
0,where can download clear movies. dvd copies.,download clear movie dvd copy
0,"yep, by the pretty sculpture",yep pretty sculpture
0,convey my regards to him,convey regard
0,me too watching surya movie only. . .after 6 pm vijay movie pokkiri,watching surya movie 6 pm vijay movie pokkiri
0,you tell what happen dont behave like this to me. ok no need to say,tell happen dont behave like ok need say
0,can u get pic msgs to your phone?,u get pic msg phone
0,send to someone else :-),send someone else
0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..,love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove dont proove anyone girl beautiful lady whole planeti always singing praise herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
0,"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)",frndship like needle clock though v r clock v r nt able 2 met evn v meetitz 4few second bt v alwys stay conected gud 9t
0,i don't think he has spatula hands!,dont think spatula hand
0,you can never do nothing,never nothing
1,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,awarded sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p p399
0,goodmorning today i am late for  &lt;decimal&gt; min.,goodmorning today late ltdecimalgt min
1,win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,win urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
0,please da call me any mistake from my side sorry da. pls da goto doctor.,please da call mistake side sorry da pls da goto doctor
0,where r we meeting?,r meeting
0,"well the weather in cali's great. but its complexities are great. you need a car to move freely, its taxes are outrageous. but all in all its a great place. the sad part is i missing home.",well weather cali great complexity great need car move freely tax outrageous great place sad part missing home
0,now only i reached home. . . i am very tired now. . i will come tomorro,reached home tired come tomorro
0,ryder unsold.now gibbs.,ryder unsoldnow gibbs
1,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062,dear subscriber ur draw 4 100 gift voucher b entered receipt correct an elvis presley birthday txt answer 80062
0,don't fret. i'll buy the ovulation test strips and send them to you. you wont get them til like march. can you send me your postal address.u'll be alright.okay.,dont fret ill buy ovulation test strip send wont get til like march send postal addressull alrightokay
0,no gifts!! you trying to get me to throw myself off a cliff or something?,gift trying get throw cliff something
0,been up to ne thing interesting. did you have a good birthday? when are u wrking nxt? i started uni today.,ne thing interesting good birthday u wrking nxt started uni today
0,you busy or can i come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
0,"yeah go on then, bored and depressed sittin waitin for phone to ring... hope the wind drops though, scary",yeah go bored depressed sittin waitin phone ring hope wind drop though scary
0,black shirt n blue jeans... i thk i c ü...,black shirt n blue jean thk c ü
0,aiyah sorry lor... i watch tv watch until i forgot 2 check my phone.,aiyah sorry lor watch tv watch forgot 2 check phone
1,message important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information o2 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
0,on hen night. going with a swing,hen night going swing
0,"good afternoon, my love. how goes your day ? what are you up to ? i woke early and am online waiting for you ... hmmm ... italian boy is online i see . *grins*",good afternoon love go day woke early online waiting hmmm italian boy online see grin
0,from someone not to smoke when every time i've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,someone smoke every time ive smoked last two week calling texting wanted smoke
0,no you'll just get a headache trying to figure it out. u can trust me to do the math. i promise. o:-),youll get headache trying figure u trust math promise
0,s s..first time..dhoni rocks...,sfirst timedhoni rock
0,ok ill tell the company,ok ill tell company
0,"awesome, think we can get an 8th at usf some time tonight?",awesome think get 8th usf time tonight
0,so that means you still think of teju,mean still think teju
0,"no i'm good for the movie, is it ok if i leave in an hourish?",im good movie ok leave hourish
0,no no:)this is kallis home ground.amla home town is durban:),nothis kallis home groundamla home town durban
0,so lets make it saturday or monday as per convenience.,let make saturday monday per convenience
0,hey... what time is your driving on fri? we go for evaluation on fri?,hey time driving fri go evaluation fri
1,"449050000301 you have won a £2,000 price! to claim, call 09050000301.",449050000301 2000 price claim call 09050000301
0,i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,im going 4 lunch wif family aft dat go str 2 orchard lor
1,"bored of speed dating? try speedchat, txt speedchat to 80155, if you don't like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16",bored speed dating try speedchat txt speedchat 80155 dont like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16
0,cancel cheyyamo?and get some money back?,cancel cheyyamoand get money back
1,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want 750 anytime network min 150 text new video phone five pound per week call 08000776320 reply delivery tomorrow
0,ok.ok ok..then..whats ur todays plan,okok okthenwhats ur today plan
0,good morning princess! how are you?,good morning princess
0,aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forgot 2 tell u
1,for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p,taking part mobile survey yesterday 500 text 2 use however wish 2 get txts send txt 80160 tc wwwtxt43com 150p
0,not tonight mate. catching up on some sleep. this is my new number by the way.,tonight mate catching sleep new number way
0,"height of ""oh shit....!!"" situation: a guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-d",height oh shit situation guy throw luv letter gal fall brother head who gayd
1,ur hmv quiz cash-balance is currently £500 - to maximize ur cash-in now send hmv1 to 86688 only 150p/msg,ur hmv quiz cashbalance currently 500 maximize ur cashin send hmv1 86688 150pmsg
0,"so check your errors and if you had difficulties, do correction.",check error difficulty correction
0,howz pain?hope u r fine..,howz painhope u r fine
0,"sorry, i'll call later",sorry ill call later
0,good morning princess! how are you?,good morning princess
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there.",entered cabin pa said happy bday bos felt special askd 4 lunch lunch invited apartment went
0,u wake up already? thanx 4 e tau sar piah it's quite nice.,u wake already thanx 4 e tau sar piah quite nice
0,k do i need a login or anything,k need login anything
1,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget place many free request 1stchoicecouk wish information call 08707808226
0,lol ... no just was busy,lol busy
0,what * u wearing?,u wearing
0,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
0,oh:)as usual vijay film or its different?,ohas usual vijay film different
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year
0,have you had a good day? mine was really busy are you up to much tomorrow night?,good day mine really busy much tomorrow night
0,and is there a way you can send shade's stuff to her. and she has been wonderful too.,way send shade stuff wonderful
0,really... i tot ur paper ended long ago... but wat u copied jus now got use? u happy lar... i still haf 2 study :-(,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf 2 study
1,"thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832",thank winner notified sm good luck future marketing reply stop 84122 customer service 08450542832
0,babe ? i lost you ... :-(,babe lost
0,ok... help me ask if she's working tmr a not?,ok help ask shes working tmr
0,i'm not driving... raining! then i'll get caught at e mrt station lor.,im driving raining ill get caught e mrt station lor
0,not a drop in the tank,drop tank
0,(that said can you text him one more time?),said text one time
0,"sorry, i'll call later",sorry ill call later
0,ok i go change also...,ok go change also
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911(£1.50p. m),1000 girl many local 2 u r virgin 2 r ready 2 4fil ur every sexual need u 4fil text cute 69911150p
0,did u find a sitter for kaitlyn? i was sick and slept all day yesterday.,u find sitter kaitlyn sick slept day yesterday
0,"sorry man, accidentally left my phone on silent last night and didn't check it til i got up",sorry man accidentally left phone silent last night didnt check til got
0,hey.. something came up last min.. think i wun be signing up tmr.. hee,hey something came last min think wun signing tmr hee
0,he's an adult and would learn from the experience. there's no real danger. i just dont like peeps using drugs they dont need. but no comment,he adult would learn experience there real danger dont like peep using drug dont need comment
0,hey! there's veggie pizza... :/,hey there veggie pizza
0,yun buying... but school got offer 2000 plus only...,yun buying school got offer 2000 plus
0,you sure your neighbors didnt pick it up,sure neighbor didnt pick
0,k. i will sent it again,k sent
1,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's apply 08452810075over18's,free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry questionstd txt ratetcs apply 08452810075over18s
0,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!",new theory argument win situation loses person dont argue ur friend kick amp say im always correct
0,well. im computerless. time to make some oreo truffles,well im computerless time make oreo truffle
0,"haha yeah i see that now, be there in a sec",haha yeah see sec
0,i am not having her number sir,number sir
0,lol now i'm after that hot air balloon!,lol im hot air balloon
0,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow,ok bus come soon come otherwise tomorrow
0,msgs r not time pass.they silently say that i am thinking of u right now and also making u think of me at least 4 a moment. gd nt.swt drms @shesil,msg r time passthey silently say thinking u right also making u think least 4 moment gd ntswt drms shesil
0,"yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing roommate finish girl
1,"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u
0,happy new years melody!,happy new year melody
0,ü dun need to pick ur gf?,ü dun need pick ur gf
0,yay! you better not have told that to 5 other girls either.,yay better told 5 girl either
0,horrible u eat macs eat until u forgot abt me already rite... u take so long 2 reply. i thk it's more toot than b4 so b prepared. now wat shall i eat?,horrible u eat mac eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat
0,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q?",say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q
0,just nw i came to hme da..,nw came hme da
0,"i'm outside islands, head towards hard rock and you'll run into me",im outside island head towards hard rock youll run
0,to day class is there are no class.,day class class
0,i'm in chennai velachery:),im chennai velachery
0,you flippin your shit yet?,flippin shit yet
0,"k give me a sec, breaking a  &lt;#&gt;  at cstore",k give sec breaking ltgt cstore
0,am i that much bad to avoid like this?,much bad avoid like
0,"yo, you around? just got my car back",yo around got car back
0,annoying isn't it.,annoying isnt
0,"goodmorning, today i am late for  &lt;#&gt; min.",goodmorning today late ltgt min
0,there's no point hangin on to mr not right if he's not makin u happy,there point hangin mr right he makin u happy
0,all will come alive.better correct any good looking figure there itself..,come alivebetter correct good looking figure
0,in that case i guess i'll see you at campus lodge,case guess ill see campus lodge
0,we're done...,done
0,come to my home for one last time i wont do anything. trust me.,come home one last time wont anything trust
0,i was up all night too worrying about this appt. it's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worrying appt shame missed girl night quiz popcorn hair
1,sex up ur mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! pocketbabe.co.uk 4 more pics. 16 £3/wk 087016248,sex ur mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabecouk 4 pic 16 3wk 087016248
0,ok... c ya...,ok c ya
1,you have 1 new voicemail. please call 08719181503,1 new voicemail please call 08719181503
0,what he said is not the matter. my mind saying some other matter is there.,said matter mind saying matter
0,he also knows about lunch menu only da. . i know,also know lunch menu da know
0,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx",al moan n e thin go wrong faultal de argument r faultfed himso bother hav 2go thanxxx
0,neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt
0,otherwise had part time job na-tuition..,otherwise part time job natuition
0,i know she called me,know called
0,"me also da, i feel yesterday night  wait til 2day night dear.",also da feel yesterday night wait til 2day night dear
0,thanks for understanding. i've been trying to tell sura that.,thanks understanding ive trying tell sura
1,win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,win year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3
0,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.,whole car appreciated last two dad map reading semi argument apart thing going ok p
1,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr",sim subscriber selected receive bonus get delivered door txt word ok 88600 claim 150pmsg exp 30apr
0,i need you to be in my strong arms...,need strong arm
0,also maaaan are you missing out,also maaaan missing
0,his bday real is in april .,bday real april
0,guessin you ain't gonna be here before 9?,guessin aint gon na 9
0,ok then i will come to ur home after half an hour,ok come ur home half hour
0,"yo, the game almost over? want to go to walmart soon",yo game almost want go walmart soon
0,"yeah, probably but not sure. ilol let u know, but personally i wuldnt bother, then again if ur goin to then i mite as well!!",yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
0,i'll text now! all creepy like so he won't think that we forgot,ill text creepy like wont think forgot
0,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?",would good ill phone tomo lunchtime shall organise something
1,you have 1 new voicemail. please call 08719181513.,1 new voicemail please call 08719181513
0,"damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
0,k..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course
0,"true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier.",true passable get high score apply phd get 5years salary make life easier
1,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
0,prakesh is there know.,prakesh know
0,teach me apps da. when you come to college.,teach apps da come college
0,rofl betta invest in some  anti aging products,rofl betta invest anti aging product
1,you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially selected 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
0,"sir, you will receive the account no another 1hr time. sorry for the delay.",sir receive account another 1hr time sorry delay
1,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post week completely free accommodation various global location wwwphb1com ph08700435505150p
0,so ü'll be submitting da project tmr rite?,üll submitting da project tmr rite
1,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry 250 weekly comp send word enter 84128 18 tc wwwtextcompcom cust care 08712405020
0,jus ans me lar. u'll noe later.,jus an lar ull noe later
0,i want to send something that can sell fast.  &lt;#&gt; k is not easy money.,want send something sell fast ltgt k easy money
0,have got * few things to do. may be in * pub later.,got thing may pub later
0,1's finish meeting call me.,1 finish meeting call
0,lol ok. i'll snatch her purse too.,lol ok ill snatch purse
0,hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,hellodrivby0quit edrunk sorry iff pthis make senrddnot dancce 2 drum n basqihave fun 2nhite x ro xxxxxxx
0,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
0,how much are we getting?,much getting
0,is ur paper in e morn or aft tmr?,ur paper e morn aft tmr
0,"dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end
0,hope you are having a great new semester. do wish you the very best. you are made for greatness.,hope great new semester wish best made greatness
0,oh yes i can speak txt 2 u no! hmm. did u get  email?,oh yes speak txt 2 u hmm u get email
0,"i want to show you the world, princess :) how about europe?",want show world princess europe
0,nobody can decide where to eat and dad wants chinese,nobody decide eat dad want chinese
0,no shoot me. i'm in the docs waiting room. :/,shoot im doc waiting room
0,now? i'm going out 4 dinner soon..,im going 4 dinner soon
0,hello which the site to download songs its urgent pls,hello site download song urgent pls
0,"i do know what u mean,  is the king of not havin credit! i'm goin2bed now. night night sweet! only1more sleep!",know u mean king havin credit im goin2bed night night sweet only1more sleep
0,horrible gal. me in sch doing some stuff. how come u got mc?,horrible gal sch stuff come u got mc
0,"hi hun! im not comin 2nite-tell every1 im sorry 4 me, hope u ava goodtime!oli rang melnite ifink it mite b sorted,but il explain everythin on mon.l8rs.x",hi hun im comin 2nitetell every1 im sorry 4 hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monl8rsx
0,"i call you later, don't have network. if urgnt, sms me.",call later dont network urgnt sm
0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,ummmmmaah many many happy return day dear sweet heart happy birthday dear
1,please call 08712402779 immediately as there is an urgent message waiting for you,please call 08712402779 immediately urgent message waiting
0,yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like go like friend imma flip shit like half hour
0,mum say we wan to go then go... then she can shun bian watch da glass exhibition...,mum say wan go go shun bian watch da glass exhibition
0,what your plan for pongal?,plan pongal
0,just wait till end of march when el nino gets himself. oh.,wait till end march el nino get oh
0,"not yet chikku..going to room nw, i'm in bus..",yet chikkugoing room nw im bus
0,am also doing in cbe only. but have to pay.,also cbe pay
0,honey boo i'm missing u.,honey boo im missing u
0,"we have sent jd for customer service cum accounts executive to ur mail id, for details contact us",sent jd customer service cum account executive ur mail id detail contact u
0,"yo, i'm at my parents' gettin cash. good news: we picked up a downstem",yo im parent gettin cash good news picked downstem
0,"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy!",thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy
1,"hungry gay guys feeling hungry and up 4 it, now. call 08718730555 just 10p/min. to stop texts call 08712460324 (10p/min)",hungry gay guy feeling hungry 4 call 08718730555 10pmin stop text call 08712460324 10pmin
0,ok. no wahala. just remember that a friend in need ...,ok wahala remember friend need
0,i will see in half an hour,see half hour
0,"im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmusic listening2the weirdest track ever byleafcutter johnsounds like insect molestedsomeone plumbingremixed evil men acid
0,"hey sorry i didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv jenxxx.",hey sorry didntgive ya bellearlier hunnyjust bedbut mite go 2 thepub l8tr uwana mt uploads luv jenxxx
0,seriously. tell her those exact words right now.,seriously tell exact word right
1,can u get 2 phone now? i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx calls£1/minmoremobsemspobox45po139wa,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx calls1minmoremobsemspobox45po139wa
0,"tee hee. off to lecture, cheery bye bye.",tee hee lecture cheery bye bye
0,"sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell got problem thts nt able reply u msg u
0,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collected dough pls let know go place sent get control number
0,ok...,ok
1,network operator. the service is free. for t & c's visit 80488.biz,network operator service free c visit 80488biz
0,let me know how to contact you. i've you settled in a room. lets know you are ok.,let know contact ive settled room let know ok
0,wot u up 2 u weirdo?,wot u 2 u weirdo
0,can do lor...,lor
0,dont put your phone on silent mode ok,dont put phone silent mode ok
0,can i meet ü at 5.. as 4 where depends on where ü wan 2 in lor..,meet ü 5 4 depends ü wan 2 lor
0,waiting 4 my tv show 2 start lor... u leh still busy doing ur report?,waiting 4 tv show 2 start lor u leh still busy ur report
0,oh ho. is this the first time u use these type of words,oh ho first time u use type word
0,am i the only one who doesn't stalk profiles?,one doesnt stalk profile
0,"ever green quote ever told by jerry in cartoon ""a person who irritates u always is the one who loves u vry much but fails to express it...!..!! :-) :-) gud nyt",ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
0,yes i thought so. thanks.,yes thought thanks
0,but if she.s drinkin i'm ok.,shes drinkin im ok
0,"just wondering, the others just took off",wondering others took
0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
0,"what do you do, my dog ? must i always wait till the end of your day to have word from you ? did you run out of time on your cell already?",dog must always wait till end day word run time cell already
0,happy new year to u too!,happy new year u
0,"hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may",heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may
0,eat jap done oso aft ur lect wat... ü got lect at 12 rite...,eat jap done oso aft ur lect wat ü got lect 12 rite
0,"hey babe! i saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened
0,da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
0,happy birthday... may all ur dreams come true...,happy birthday may ur dream come true
0,aiyah u did ok already lar. e nydc at wheellock?,aiyah u ok already lar e nydc wheellock
0,tell her i said eat shit.,tell said eat shit
0,sure! i am driving but will reach my destination soon.,sure driving reach destination soon
0,"k so am i, how much for an 8th? fifty?",k much 8th fifty
0,your daily text from me – a favour this time,daily text favour time
0,great to hear you are settling well. so what's happenin wit ola?,great hear settling well whats happenin wit ola
0,those cocksuckers. if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
0,i tot u reach liao. he said t-shirt.,tot u reach liao said tshirt
0,"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit",fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx p dad fone credit
0,i cant pick the phone right now. pls send a message,cant pick phone right pls send message
0,your right! i'll make the appointment right now.,right ill make appointment right
0,designation is software developer and may be she get chennai:),designation software developer may get chennai
1,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnews get fun jamstercouk 16only help call 09701213186
1,"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply",get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best tone 3gbp network operator rate apply
0,i jokin oni lar.. ü busy then i wun disturb ü.,jokin oni lar ü busy wun disturb ü
0,"ok, be careful ! don't text and drive !",ok careful dont text drive
